Reporting period,Organization,Donor,Cluster,ACTIVITY DESCRIPTION,Implementing Partners,Region,District,SPECIFIC LOCATION ,RURAL/URBAN         ,Status,DURATION,Start Date,End Date,Y_COORD,X_COORD
Periode I,IRC, UNICEF,Nutrition,"Screening of acute malnutrition (MUAC or W/H, and/or bilateral pitting oedema)",IRC,Banadir,Hawl Wadaag,Sayidka Branch,Urban,Ongoing,24 months,14th  August  2018,14th  August  2020,02.041566N,045.324183E
Periode I,IRC, UNICEF,Nutrition,"Screeningand Admitting of MCHN( U 2, PLW) and TSFP(U 5 and PLW)",IRC,Banadir,Hawl Wadaag,Sayidka Branch,Urban,Ongoing,24 months,14th  August  2018,14th  August  2020,02.041566N,045.324183E
Periode I,IRC, UNICEF,Nutrition,Out patient treatment of severe acute malnutrition without medical complication,IRC,Banadir,Hawl Wadaag,Sayidka Branch,Urban,Ongoing,24 months,14th  August  2018,14th  August  2020,02.041566N,045.324183E
Periode I,IRC, UNICEF,Nutrition,Mobile team for outreach activities of the CMAM programs to nutritional village sites,IRC,Banadir,Hawl Wadaag,Sayidka Branch,Urban,Ongoing,24 months,14th  August  2018,14th  August  2020,02.041566N,045.324183E
Periode I,IRC,ECHO,Nutrition,"Screening of acute malnutrition (MUAC or W/H, and/or bilateral pitting oedema)",IRC,Banadir,Deyniile,Km 8-Sarkus,Urban,Ongoing,4 months,st    January 2019,30th  April  2019,2¡3'22N,45¡16'21E
Periode I,IRC,ECHO,Nutrition,Out patient treatment of severe acute malnutrition without medical complication,IRC,Banadir,Deyniile,Km 8-Sarkus,Urban,Ongoing,4 months,1st    January 2019,30th  April  2019,2¡3'22N,45¡16'21E
Periode I,CPD,SHF-OCHA,Nutrition,"Screening, registration follow up, defaulter tracing, referal and distribution of SAM and MAM U5 children and PLWs ",CPD,Banadir,Deyniile,Bariyow IDPs of Kaxda District,Urban,Ongoing,12 months ,6/1/2018,5/31/2018, 2Ó 045.17,45Ó 253.12
Periode I,SIC,GAC,Nutrition,"Screening, registration follow up, defaulter tracing, referal and distribution of SAM and MAM U5 children and PLWs ",CPD,Banadir,Deyniile,Weydow ,Urban,Ongoing,12 months ,4/1/2018,3/31/2019, 2Ó 072.805,45Ó 251.084
Periode I,EDRO,UNICEF,Nutrition,"Screening, Ademission, follow-up of children 6-59 months integrated with resilience program",EDRO,Gedo,Luuq,Yurkut,Urban,Completed,24 months,1/1/2017,1/1/2019,3.51867,42.77048
Periode I,EDRO,UNICEF,Nutrition,"Screening, Ademission, follow-up of children 6-59 months integrated with resilience program",EDRO,Gedo,Luuq,Bashiiro/Garas Ameriga,Rural,Completed,18 Month,8/1/2017,1/1/2019,3.5943332,42.650986
Periode I,EDRO,UNICEF,Nutrition,"Screening, Ademission, follow-up of children 6-59 months integrated with resilience program",EDRO,Gedo,Luuq,Furweyne/Kabaalaay/kulan,Rural,Completed,24 months,1/1/2017,1/1/2019,3.73397,4255186
Periode I,EDRO,UNICEF,Nutrition,"Screening, Ademission, follow-up of children 6-59 months integrated with resilience program",EDRO,Gedo,Luuq,Tuuo-qaanjer/taaganey,Rural,Completed,18 Month,8/1/2017,1/1/2019,3.85569,42.56977
Periode I,EDRO,UNICEF,Nutrition,"Screening, Ademission, follow-up of children 6-59 months integrated with resilience program",EDRO,Gedo,Luuq,Tuulo-shariiif,Rural,Completed,18 Month,8/1/2017,1/1/2019,3.951026,42480167
Periode I,EDRO,UNICEF,Nutrition,"Screening, Ademission, follow-up of children 6-59 months integrated with resilience program",EDRO,Gedo,Luuq,Miradhubow/Quracbakool,Rural,Completed,24 months,1/1/2017,1/1/2019,3.92091,42.54213
Periode I,EDRO,UNICEF,Nutrition,"Screening, Ademission, follow-up of children 6-59 months integrated with resilience program",EDRO,Gedo,Luuq,Hoobishow/Hoodey,Rural,Completed,24 months,1/1/2017,Janaury 2019,3.935158,42.50473
Periode I,EDRO,UNICEF,Nutrition,"Screening, Ademission, follow-up of children 6-59 months integrated with resilience program",EDRO,Gedo,Luuq,Buyle/Kulmiye IDP /Balanbale IDP,Urban,Completed,24 months,1/1/2017,Januaary 2019,3.784995,42.565756
Periode I,OSPAD,WFP,Nutrition,"Screening, Ademission, follow-up of children 6-59 months and PLWs",OSPAD,Banadir,Hodan,Hodan - October,Urban/IDPS,Ongoing,6 months,1/1/2019,31/Djune/2019,N0202*278,E045*18.853
Periode I,OSPAD,WFP/UNICEF,Nutrition,"Screening, Ademission, follow-up of children 6-59 months and PLWs",OSPAD,Banadir,Hawl Wadaag,Hawl Wadaag -Xaawa taako/A gureey,Urban/IDPS ,Ongoing,1 year ,1/1/2018,31/Dc/2020,n0202*426,E045*19.464
Periode I,OSPAD,WFP,Nutrition,"Screening, Ademission, follow-up of children 6-59 months and PLWs",OSPAD,Banadir,Deyniile,Oodweyne Xerashiino,Urban/IDPS,Ongoing,6 months,1/1/2019,31/june/2019,NA-3806-,K31-002
Periode I,UNICEF,UNICEF,Nutrition,"Screening, Admission, treatment and follow-up of  SAM children 6-59 months and PLWs",GEWDO,Gedo,Garbahaarey,Garbahaarey - NA-3801-S05-001,Urban,Completed,24 months,9/1/2016,Sep.31.18,3.328,42.219879
Periode I,UNICEF,UNICEF,Nutrition,"Screening, Admission, treatment and follow-up of  SAM children 6-59 months and PLWs",GEWDO,Gedo,Garbahaarey,Doofaareey - NA-3801-S06-002,Rural,Completed,24 months,9/1/2016,Sep.31.18,3.31898,42.25413
Periode I,UNICEF,UNICEF,Nutrition,"Screening, Admission, treatment and follow-up of  SAM children 6-59 months and PLWs",GEWDO,Gedo,Garbahaarey,Alijamac,Rural,Completed,24 months,9/1/2016,Sep.31.18,#N/A,#N/A
Periode I,UNICEF,UNICEF,Nutrition,"Screening, Admission, treatment and follow-up of  SAM children 6-59 months and PLWs",GEWDO,Gedo,Garbahaarey,Anomaley,Rural,Completed,24 months,9/1/2016,Sep.31.18,#N/A,#N/A
Periode I,UNICEF,UNICEF,Nutrition,"Screening, Admission, treatment and follow-up of  SAM children 6-59 months and PLWs",GEWDO,Gedo,Garbahaarey,Fardhanan,Rural,Completed,24 months,9/1/2016,Sep.31.18,#N/A,#N/A
Periode I,UNICEF,UNICEF,Nutrition,"Screening, Admission, treatment and follow-up of  SAM children 6-59 months and PLWs",GEWDO,Gedo,Garbahaarey,Buraa - NA-3801-V04-001,Rural,Completed,24 months,9/1/2016,Sep.31.18,3.16962,42.14083
Periode I,UNICEF,UNICEF,Nutrition,"Screening, Admission, treatment and follow-up of  SAM children 6-59 months and PLWs",GEWDO,Gedo,Garbahaarey,Ceel Guduud - NA-3801-Y14-001,Rural,Completed,24 months,9/1/2016,Sep.31.18,3.0798,42.599998
Periode I,UNICEF,UNICEF,Nutrition,"Screening, Admission, treatment and follow-up of  SAM children 6-59 months and PLWs",GEWDO,Gedo,Garbahaarey,Cel-ade,Rural,Completed,24 months,9/1/2016,Sep.31.18,#N/A,#N/A
Periode I,WFP,WFP,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Garbahaarey,Turmumin,Rural,Ongoing,12 months ,1/1/2019,DEC.31.2019,#N/A,#N/A
Periode I,WFP,WFP,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Garbahaarey,Garbahaarey - NA-3801-S05-001,Urban,Ongoing,12 months ,1/1/2019,DEC.31.2019,3.328,42.219879
Periode I,WFP,WFP,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Garbahaarey,Doofaareey - NA-3801-S06-002,Rural,Ongoing,12 months ,1/1/2019,DEC.31.2019,3.31898,42.25413
Periode I,WFP,WFP,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Garbahaarey,Alijamac,Rural,Ongoing,12 months ,1/1/2019,DEC.31.2019,#N/A,#N/A
Periode I,WFP,WFP,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Garbahaarey,Anomaley,Rural,Ongoing,12 months ,1/1/2019,DEC.31.2019,#N/A,#N/A
Periode I,WFP,WFP,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Garbahaarey,Fardhanan,Rural,Ongoing,12 months ,1/1/2019,DEC.31.2019,#N/A,#N/A
Periode I,WFP,WFP,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Garbahaarey,Buraa - NA-3801-V04-001,Rural,Ongoing,12 months ,1/1/2019,DEC.31.2019,3.16962,42.14083
Periode I,UNICEF,UNICEF,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Ceel Waaq,Ceelwaaq Town Fixed),Urban,Ongoing,12 months ,7/1/2018,7/1/2019,#N/A,#N/A
Periode I,UNICEF,UNICEF,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Ceel Waaq,Elbanda,Rural,Ongoing,12 months ,7/1/2018,7/1/2019,#N/A,#N/A
Periode I,UNICEF,UNICEF,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Ceel Waaq,Bula-adey,Rural,Ongoing,12 months ,7/1/2018,7/1/2019,#N/A,#N/A
Periode I,UNICEF,UNICEF,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Ceel Waaq,Dharkayn dhooqa,Rural,Ongoing,12 months ,7/1/2018,7/1/2019,#N/A,#N/A
Periode I,UNICEF,UNICEF,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Ceel Waaq,Qabanawe,Rural,Ongoing,12 months ,7/1/2018,7/1/2019,#N/A,#N/A
Periode I,UNICEF,UNICEF,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Ceel Waaq,Bula quraÕa,Rural,Ongoing,12 months ,7/1/2018,7/1/2019,#N/A,#N/A
Periode I,UNICEF,UNICEF,Nutrition,"Screening, admission, treatment and follow-up of children 6 to 59 months with MAM and Preganant and Lactating women",GEWDO,Gedo,Ceel Waaq,Deka,Rural,Ongoing,12 months ,7/1/2018,7/1/2019,#N/A,#N/A
Periode I,SCI,USAID /OFDA ,Nutrition,"Integarated Health and Nutrition activities : MCH/OPD/ , OTP/TSFP and IYCF ",GREDO ,Bay,Baydhaba,Awdiinle Health ,Urban,Ongoing,11 months ,9/1/2018,7/1/2019,"43¡24'27.2""E","3¡10'08.8""N"
Periode I,SCI,USAID /OFDA ,Nutrition,Integarated Health and Nutrition activities : MCH/OPD  OTP/TSFP and IYCF activities ,GREDO ,Bay,Baydhaba,Bonkay,Rural,Ongoing,11 months ,9/1/2018,7/1/2019,43.63758,39.112
Periode I,SCI,USAID /OFDA ,Nutrition,Integarated Health and Nutrition activities : MCH/OPD  OTP/TSFP and IYCF activities ,GREDO ,Bay,Baydhaba,Goof-Mareere,Rural,Ongoing,11 months,9/1/2018,7/1/2019,"43¡33'04.2""E","3¡10'07.2""N"
Periode I,SCI,USAID /OFDA ,Nutrition,Integarated Health and Nutrition activities : MCH/OPD  OTP/TSFP and IYCF activities ,GREDO ,Bay,Baydhaba,Hanano 2 ,Urban,Ongoing,11 months,9/1/2018,7/1/2019,"43¡40'04.0""E","3¡08'34.6""N"
Periode I,SCI,USAID /OFDA ,Nutrition,Integarated Health and Nutrition activities : MCH/OPD  OTP/TSFP and IYCF activities ,GREDO ,Bay,Baydhaba,Haween ,Rural,Ongoing,11 months,9/1/2018,7/1/2019,"3¡32'36.8""E","3¡15'07.5""N"
Periode I,SCI,USAID /OFDA ,Nutrition,Integarated Health and Nutrition activities : MCH/OPD/  OTP/TSFP and IYCF activities ,GREDO ,Bay,Baydhaba,Salamey idale,Urban,Ongoing,11 months,9/1/2018,7/1/2019,"43¡38'00.1""E","3¡05'44.0""N"
Periode I,SCI,USAID /OFDA ,Nutrition,Integarated Health and Nutrition activities : MCH/OPD/ ANC/PNC /Delivery and  OTP/TSFP and IYCF activities ,GREDO ,Bay,diinsoor,October ,Urban,Ongoing,11 months,9/1/2018,7/1/2019,43'1123,3'1245
Periode I,SCI,USAID /OFDA ,Nutrition,Integarated Health and Nutrition activities : MCH/OPD/  OTP/TSFP and IYCF activities ,GREDO ,Bay,diinsoor,Jameeco ,Rural,Ongoing,11 months,9/1/2018,7/2/2019,42*58*317,2*25351
Periode I,SCI,USAID /OFDA ,Nutrition,Integarated Health and Nutrition activities : MCH/OPD/ ANC/PNC /Delivery and  OTP/TSFP and IYCF activities ,GREDO ,Bay,Baydhaba,Bardale -Horseed section ,Urban,Ongoing,11 months,9/1/2018,7/2/2019,43.198235,3.214296667
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Ceel Waaq,Elwak Town,Urban,Completed,43465,1/2/1900,2/9/1900,8737,320
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Ceel Waaq,Dhamase,Rural,Completed,43465,1/3/1900,2/10/1900,6518,348
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Ceel Waaq,Likoley,Rural,Completed,43465,1/3/1900,2/10/1900,3673,138
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Ceel Waaq,Garsaal,Rural,Completed,43465,1/2/1900,2/10/1900,5189,320
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Ceel Waaq,Buusaar,Rural,Completed,43465,1/2/1900,2/10/1900,5345,123
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Ceel Waaq,QORYOLEY IDP,Rural,Completed,43465,1/2/1900,2/9/1900,2345,120
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Ceel Waaq,BARDHERE IDP,Rural,Completed,43465,1/2/1900,###############################################################################################################################################################################################################################################################,4210,176
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Ceel Waaq,BULA-ADEY,Rural,Completed,43465,,,5359,212
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Ceel Waaq,SANDACAAR,Rural,Completed,43465,,,4930,209
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Ceel Waaq,Burabadesa,Rural,Completed,43465,1/2/1900,2/10/1900,2789,98
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Baardheere,Darasalaam,Rural,Completed,43465,1/1/1900,2/10/1900,5290,105
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Baardheere,Garilley,Rural,Completed,43465,1/1/1900,2/10/1900,7567,224
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Baardheere,Fafaxdhuun,Rural,Completed,43465,2/10/1900,2/10/1900,4823,201
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Baardheere,Bulla kulow,Rural,Completed,43465,1/2/1900,2/11/1900,5218,213
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Baardheere,Afyar,Rural,Completed,43465,1/2/1900,2/11/1900,4670,175
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Baardheere,Kuduk,Rural,Completed,43465,1/2/1900,2/11/1900,2890,162
Periode I,UNICEF,UNICEF,Nutrition,"OTP- treatment of SAM children without medical Complication/having a good appeteite, Nutrition screening for under five children and PLW, and IYCF councelling",HARD,GEDO,Baardheere,Aminaay,Rural,Completed,43465,1/2/1900,2/11/1900,2112,123
